日期,天气状况(白天/夜间),最高气温/最低气温,风力风向(白天/夜间),城市
2019年03月14日,晴/晴,13℃/-1℃,西北风4-5级/西北风4-5级,jinzhong
2019年03月15日,晴/晴,15℃/-2℃,西北风4-5级/西北风4-5级,jinzhong
2019年03月16日,晴/晴,18℃/-1℃,西北风1-2级/西北风1-2级,jinzhong
2019年03月17日,阴/阴,16℃/1℃,南风1-2级/南风1-2级,jinzhong
2019年03月18日,晴/晴,19℃/1℃,西北风1-2级/西北风1-2级,jinzhong
2019年03月19日,小雨/小雨,17℃/3℃,东南风3-4级/东南风3-4级,jinzhong
2019年03月20日,阵雨/晴,16℃/0℃,西北风5-6级/西北风5-6级,jinzhong
2019年03月21日,晴/晴,9℃/-5℃,西北风4-5级/西北风4-5级,jinzhong
2019年03月22日,晴/晴,12℃/-4℃,西北风4-5级/西北风4-5级,jinzhong
2019年03月23日,晴/多云,12℃/-1℃,南风1-2级/南风1-2级,jinzhong
2019年03月24日,阴/晴,15℃/-1℃,西风3-4级/西风3-4级,jinzhong
2019年03月25日,晴/晴,19℃/0℃,西北风3-4级/西北风3-4级,jinzhong
2019年03月26日,多云/晴,21℃/2℃,西风3-4级/西风3-4级,jinzhong
2019年03月27日,阴/阴,20℃/1℃,西北风1-2级/西北风1-2级,jinzhong
2019年03月28日,晴/晴,14℃/-1℃,西风1-2级/西风1-2级,jinzhong
2019年03月29日,晴/晴,12℃/0℃,西北风5-6级/西北风5-6级,jinzhong
2019年03月30日,晴/晴,10℃/-4℃,西北风3-4级/西北风3-4级,jinzhong
2019年03月31日,晴/晴,13℃/-5℃,西北风3-4级/西北风3-4级,jinzhong
2019年04月01日,晴/晴,16℃/0℃,东南风3-4级/东南风3-4级,jinzhong
2019年04月02日,晴/晴,18℃/0℃,东北风4-5级/东北风4-5级,jinzhong
2019年04月03日,晴/晴,20℃/3℃,西南风3-4级/西南风3-4级,jinzhong
2019年04月04日,多云/晴,24℃/4℃,西北风4-5级/西北风4-5级,jinzhong
2019年04月05日,多云/多云,25℃/6℃,西南风3-4级/西南风3-4级,jinzhong
2019年04月06日,多云/晴,22℃/3℃,西北风4-5级/西北风4-5级,jinzhong
2019年04月07日,多云/阴,23℃/7℃,西北风4-5级/西北风4-5级,jinzhong
2019年04月08日,小雨/小雨,14℃/4℃,东南风4-5级/东南风4-5级,jinzhong
2019年04月09日,多云/阴,7℃/1℃,东北风4-5级/东北风4-5级,jinzhong
2019年04月10日,小雨/小雨,13℃/1℃,东南风1-2级/东南风1-2级,jinzhong
2019年04月11日,晴/多云,14℃/1℃,北风3-4级/北风3-4级,jinzhong
2019年04月12日,阴/晴,14℃/0℃,西南风1-2级/西南风1-2级,jinzhong
2019年04月13日,阵雨/晴,17℃/2℃,西北风4-5级/西北风4-5级,jinzhong
2019年04月14日,晴/晴,18℃/2℃,西南风3-4级/西南风3-4级,jinzhong
2019年04月15日,小雨/晴,19℃/4℃,西风4-5级/西风4-5级,jinzhong
2019年04月16日,晴/晴,25℃/7℃,西南风1-2级/西南风1-2级,jinzhong
2019年04月17日,晴/晴,29℃/12℃,西南风4-5级/西南风4-5级,jinzhong
2019年04月18日,晴/多云,21℃/5℃,东风5-6级/东风5-6级,jinzhong
2019年04月19日,多云/阴,17℃/9℃,东南风4-5级/东南风4-5级,jinzhong
2019年04月20日,小雨/多云,20℃/6℃,东北风1-2级/东北风1-2级,jinzhong
2019年04月21日,晴/晴,23℃/7℃,东南风3-4级/东南风3-4级,jinzhong
2019年04月22日,小雨/晴,24℃/11℃,南风1-2级/南风1-2级,jinzhong
2019年04月23日,晴/晴,26℃/12℃,东南风3-4级/东南风3-4级,jinzhong
2019年04月24日,中雨/小雨,25℃/7℃,西风3-4级/西风3-4级,jinzhong
2019年04月25日,多云/多云,17℃/5℃,东风3-4级/东风3-4级,jinzhong
2019年04月26日,晴/小雨,17℃/6℃,东南风3-4级/东南风3-4级,jinzhong
2019年04月27日,中雨/阴,7℃/3℃,东北风3-4级/东北风3-4级,jinzhong
2019年04月28日,阴/晴,16℃/1℃,南风1-2级/南风1-2级,jinzhong
2019年04月29日,晴/晴,24℃/6℃,西北风4-5级/西北风4-5级,jinzhong
2019年04月30日,晴/晴,21℃/2℃,西北风4-5级/西北风4-5级,jinzhong
2019年05月01日,多云/晴,22℃/6℃,东南风1-2级/东南风1-2级,jinzhong
2019年05月02日,晴/晴,24℃/7℃,东南风1-2级/东南风1-2级,jinzhong
2019年05月03日,阴/多云,24℃/9℃,东南风1-2级/东南风1-2级,jinzhong
2019年05月04日,多云/阴,25℃/9℃,北风1-2级/北风1-2级,jinzhong
2019年05月05日,阴/阴,20℃/8℃,东北风4-5级/东北风4-5级,jinzhong
2019年05月06日,阴/阴,19℃/8℃,东南风1-2级/东南风1-2级,jinzhong
2019年05月07日,阴/阴,21℃/8℃,东南风1-2级/东南风1-2级,jinzhong
2019年05月08日,小雨/多云,21℃/7℃,西北风1-2级/西北风1-2级,jinzhong
2019年05月09日,多云/多云,25℃/10℃,东风1-2级/东风1-2级,jinzhong
2019年05月10日,小雨/晴,22℃/10℃,西南风1-2级/西南风1-2级,jinzhong
2019年05月11日,小雨/多云,25℃/10℃,东风1-2级/东风1-2级,jinzhong
2019年05月12日,小雨/晴,18℃/2℃,西风1-2级/西风1-2级,jinzhong
2019年05月13日,晴/多云,24℃/5℃,西南风4-5级/西南风4-5级,jinzhong
2019年05月14日,阴/晴,27℃/11℃,东南风1-2级/东南风1-2级,jinzhong
2019年05月15日,多云/晴,27℃/11℃,西风1-2级/西风1-2级,jinzhong
2019年05月16日,晴/多云,28℃/13℃,东南风1-2级/东南风1-2级,jinzhong
2019年05月17日,晴/晴,30℃/13℃,东南风1-2级/东南风1-2级,jinzhong
2019年05月18日,阴/小雨,29℃/13℃,南风1-2级/南风1-2级,jinzhong
2019年05月19日,晴/晴,20℃/6℃,西北风5-6级/西北风5-6级,jinzhong
2019年05月20日,晴/多云,24℃/9℃,西北风4-5级/西北风4-5级,jinzhong
2019年05月21日,晴/晴,27℃/7℃,西北风1-2级/西北风1-2级,jinzhong
2019年05月22日,晴/晴,30℃/9℃,西风1-2级/西风1-2级,jinzhong
2019年05月23日,晴/晴,33℃/14℃,西南风1-2级/西南风1-2级,jinzhong
2019年05月24日,多云/晴,29℃/15℃,西风3-4级/西风3-4级,jinzhong
2019年05月25日,晴/多云,34℃/17℃,东南风1-2级/东南风1-2级,jinzhong
2019年05月26日,晴/阴,28℃/10℃,西北风5-6级/西北风5-6级,jinzhong
2019年05月27日,多云/多云,24℃/8℃,西北风4-5级/西北风4-5级,jinzhong
2019年05月28日,晴/晴,28℃/11℃,东风1-2级/东风1-2级,jinzhong
2019年05月29日,多云/阴,28℃/12℃,东南风1-2级/东南风1-2级,jinzhong
2019年05月30日,晴/晴,30℃/11℃,北风4-5级/北风4-5级,jinzhong
2019年05月31日,晴/多云,29℃/13℃,东风1-2级/东风1-2级,jinzhong
2019年06月01日,多云/晴,29℃/13℃,西北风1-2级/西北风1-2级,jinzhong
2019年06月02日,多云/晴,33℃/13℃,西北风1-2级/西北风1-2级,jinzhong
2019年06月03日,多云/多云,34℃/15℃,东北风1-2级/东北风1-2级,jinzhong
2019年06月04日,阴/小雨,34℃/17℃,西南风1-2级/西南风1-2级,jinzhong
2019年06月05日,中雨/多云,19℃/12℃,东北风1-2级/东北风1-2级,jinzhong
2019年06月06日,晴/晴,29℃/15℃,东风1-2级/东风1-2级,jinzhong
2019年06月07日,小雨/小雨,31℃/16℃,西南风1-2级/西南风1-2级,jinzhong
2019年06月08日,多云/晴,34℃/13℃,西北风1-2级/西北风1-2级,jinzhong
2019年06月09日,晴/多云,32℃/13℃,东北风3-4级/东北风3-4级,jinzhong
2019年06月10日,晴/晴,32℃/14℃,东南风1-2级/东南风1-2级,jinzhong
2019年06月11日,多云/小雨,32℃/16℃,南风1-2级/南风1-2级,jinzhong
2019年06月12日,雷阵雨/雷阵雨,29℃/15℃,南风3-4级/南风3-4级,jinzhong
2019年06月13日,多云/晴,32℃/14℃,东北风1-2级/东北风1-2级,jinzhong
2019年06月14日,晴/晴,33℃/15℃,东风1-2级/东风1-2级,jinzhong
2019年06月15日,小雨/小雨,30℃/18℃,南风1-2级/南风1-2级,jinzhong
2019年06月16日,小雨/晴,32℃/16℃,东南风3-4级/东南风3-4级,jinzhong
2019年06月17日,小雨/晴,31℃/16℃,南风1-2级/南风1-2级,jinzhong
2019年06月18日,多云/阴,36℃/19℃,东南风1-2级/东南风1-2级,jinzhong
2019年06月19日,多云/多云,33℃/17℃,东南风1-2级/东南风1-2级,jinzhong
2019年06月20日,阴/多云,30℃/15℃,西南风1-2级/西南风1-2级,jinzhong
2019年06月21日,阴/阴,33℃/19℃,东风1-2级/东风1-2级,jinzhong
2019年06月22日,多云/多云,33℃/18℃,东南风1-2级/东南风1-2级,jinzhong
2019年06月23日,小雨/阴,32℃/17℃,东南风1-2级/东南风1-2级,jinzhong
2019年06月24日,阴/多云,31℃/17℃,南风1-2级/南风1-2级,jinzhong
2019年06月25日,晴/多云,33℃/18℃,东南风1-2级/东南风1-2级,jinzhong
2019年06月26日,多云/小雨,33℃/17℃,东北风1-2级/东北风1-2级,jinzhong
2019年06月27日,小雨/中雨,26℃/17℃,北风1-2级/北风1-2级,jinzhong
2019年06月28日,多云/晴,30℃/16℃,东北风1-2级/东北风1-2级,jinzhong
2019年06月29日,晴/多云,32℃/15℃,西北风1-2级/西北风1-2级,jinzhong
2019年06月30日,晴/晴,32℃/14℃,北风1-2级/北风1-2级,jinzhong
2019年07月01日,多云/晴,32℃/16℃,东风1-2级/东风1-2级,jinzhong
2019年07月02日,小雨/晴,35℃/20℃,东风3-4级/东风3-4级,jinzhong
2019年07月03日,晴/晴,35℃/18℃,东风1-2级/东风1-2级,jinzhong
2019年07月04日,多云/多云,36℃/20℃,西风1-2级/西风1-2级,jinzhong
2019年07月05日,小雨/小雨,35℃/17℃,西北风3-4级/西北风3-4级,jinzhong
2019年07月06日,晴/晴,32℃/14℃,北风1-2级/北风1-2级,jinzhong
2019年07月07日,晴/多云,31℃/16℃,东风3-4级/东风3-4级,jinzhong
2019年07月08日,阴/小雨,29℃/17℃,东南风1-2级/东南风1-2级,jinzhong
2019年07月09日,小雨/小雨,26℃/14℃,东风1-2级/东风1-2级,jinzhong
2019年07月10日,小雨/小雨,27℃/16℃,东南风1-2级/东南风1-2级,jinzhong
2019年07月11日,小雨/小雨,27℃/16℃,西南风1-2级/西南风1-2级,jinzhong
2019年07月12日,晴/晴,31℃/16℃,东北风1-2级/东北风1-2级,jinzhong
2019年07月13日,多云/晴,33℃/18℃,北风1-2级/北风1-2级,jinzhong
2019年07月14日,雷阵雨/晴,33℃/19℃,南风1-2级/南风1-2级,jinzhong
2019年07月15日,小雨/小雨,31℃/21℃,东南风1-2级/东南风1-2级,jinzhong
2019年07月16日,小雨/小雨,30℃/19℃,东南风1-2级/东南风1-2级,jinzhong
2019年07月17日,多云/阴,31℃/19℃,东南风1-2级/东南风1-2级,jinzhong
2019年07月18日,多云/多云,33℃/20℃,东南风3-4级/东南风3-4级,jinzhong
2019年07月19日,小雨/小雨,31℃/19℃,东南风1-2级/东南风1-2级,jinzhong
2019年07月20日,小雨/晴,33℃/20℃,东南风1-2级/东南风1-2级,jinzhong
2019年07月21日,多云/小雨,35℃/22℃,东南风3-4级/东南风3-4级,jinzhong
2019年07月22日,中雨/中雨,28℃/19℃,南风3-4级/南风3-4级,jinzhong
2019年07月23日,晴/晴,36℃/19℃,西风1-2级/西风1-2级,jinzhong
2019年07月24日,多云/多云,34℃/20℃,西南风1-2级/西南风1-2级,jinzhong
2019年07月25日,晴/晴,36℃/19℃,西南风1-2级/西南风1-2级,jinzhong
2019年07月26日,多云/晴,36℃/20℃,东南风1-2级/东南风1-2级,jinzhong
2019年07月27日,小雨/小雨,34℃/21℃,南风1-2级/南风1-2级,jinzhong
2019年07月28日,雷阵雨/雷阵雨,35℃/23℃,东南风1-2级/东南风1-2级,jinzhong
2019年07月29日,大雨/晴,26℃/16℃,西北风1-2级/西北风1-2级,jinzhong
2019年07月30日,晴/晴,36℃/17℃,西风1-2级/西风1-2级,jinzhong
2019年07月31日,多云/多云,37℃/18℃,西南风1-2级/西南风1-2级,jinzhong
2019年08月01日,中雨/小雨,33℃/17℃,东南风1-2级/东南风1-2级,jinzhong
2019年08月02日,多云/小雨,30℃/19℃,东风3-4级/东风3-4级,jinzhong
2019年08月03日,小雨/中雨,25℃/18℃,东风1-2级/东风1-2级,jinzhong
2019年08月04日,中雨/中雨,25℃/19℃,东南风3-4级/东南风3-4级,jinzhong
2019年08月05日,雷阵雨/阴,30℃/21℃,南风1-2级/南风1-2级,jinzhong
2019年08月06日,小雨/多云,31℃/18℃,东南风1-2级/东南风1-2级,jinzhong
2019年08月07日,小雨/小雨,32℃/18℃,东风1-2级/东风1-2级,jinzhong
2019年08月08日,小雨/小雨,33℃/21℃,东南风1-2级/东南风1-2级,jinzhong
2019年08月09日,小雨/小雨,28℃/15℃,西风3-4级/西风3-4级,jinzhong
2019年08月10日,小雨/小雨,31℃/19℃,东南风3-4级/东南风3-4级,jinzhong
2019年08月11日,小雨/多云,29℃/17℃,东北风3-4级/东北风3-4级,jinzhong
2019年08月12日,晴/晴,30℃/16℃,北风3-4级/北风3-4级,jinzhong
2019年08月13日,晴/多云,31℃/17℃,北风3-4级/北风3-4级,jinzhong
2019年08月14日,晴/晴,32℃/19℃,北风3-4级/北风3-4级,jinzhong
2019年08月15日,晴/晴,33℃/16℃,西风3-4级/西风3-4级,jinzhong
2019年08月16日,晴/晴,28℃/12℃,北风1-2级/北风1-2级,jinzhong
2019年08月17日,晴/晴,28℃/12℃,西北风1-2级/西北风1-2级,jinzhong
2019年08月18日,阴/晴,30℃/16℃,南风1-2级/南风1-2级,jinzhong
2019年08月19日,小雨/小雨,31℃/19℃,东南风3-4级/东南风3-4级,jinzhong
2019年08月20日,小雨/多云,25℃/18℃,西南风1-2级/西南风1-2级,jinzhong
2019年08月21日,晴/多云,31℃/18℃,东风1-2级/东风1-2级,jinzhong
2019年08月22日,小雨/小雨,25℃/15℃,北风1-2级/北风1-2级,jinzhong
2019年08月23日,多云/中雨,30℃/18℃,东南风1-2级/东南风1-2级,jinzhong
2019年08月24日,中雨/小雨,19℃/15℃,东风1-2级/东风1-2级,jinzhong
2019年08月25日,多云/多云,29℃/17℃,东南风3-4级/东南风3-4级,jinzhong
2019年08月26日,小雨/多云,28℃/16℃,西风1-2级/西风1-2级,jinzhong
2019年08月27日,多云/晴,28℃/13℃,北风1-2级/北风1-2级,jinzhong
2019年08月28日,晴/晴,30℃/11℃,西北风3-4级/西北风3-4级,jinzhong
2019年08月29日,晴/晴,29℃/10℃,西北风1-2级/西北风1-2级,jinzhong
2019年08月30日,晴/晴,29℃/12℃,西北风1-2级/西北风1-2级,jinzhong
2019年08月31日,晴/晴,29℃/12℃,南风1-2级/南风1-2级,jinzhong
2019年09月01日,多云/晴,28℃/10℃,南风1-2级/南风1-2级,jinzhong
2019年09月02日,晴/晴,29℃/10℃,东风1-2级/东风1-2级,jinzhong
2019年09月03日,晴/晴,28℃/9℃,东风3-4级/东风3-4级,jinzhong
2019年09月04日,晴/晴,30℃/11℃,东南风1-2级/东南风1-2级,jinzhong
2019年09月05日,晴/晴,31℃/12℃,西南风1-2级/西南风1-2级,jinzhong
2019年09月06日,晴/晴,31℃/12℃,东风1-2级/东风1-2级,jinzhong
2019年09月07日,晴/晴,30℃/15℃,西风1-2级/西风1-2级,jinzhong
2019年09月08日,晴/多云,31℃/15℃,东南风1-2级/东南风1-2级,jinzhong
2019年09月09日,多云/小雨,31℃/16℃,东风3-4级/东风3-4级,jinzhong
2019年09月10日,小雨/小雨,22℃/14℃,东风3-4级/东风3-4级,jinzhong
2019年09月11日,小雨/小雨,18℃/14℃,东南风1-2级/东南风1-2级,jinzhong
2019年09月12日,小雨/中雨,20℃/17℃,东南风1-2级/东南风1-2级,jinzhong
2019年09月13日,小雨/多云,23℃/13℃,西北风1-2级/西北风1-2级,jinzhong
2019年09月14日,多云/阴,27℃/11℃,南风1-2级/南风1-2级,jinzhong
2019年09月15日,多云/晴,24℃/12℃,西风1-2级/西风1-2级,jinzhong
2019年09月16日,多云/多云,25℃/10℃,东南风1-2级/东南风1-2级,jinzhong
2019年09月17日,阴/晴,24℃/9℃,西风1-2级/西风1-2级,jinzhong
2019年09月18日,多云/多云,26℃/11℃,东南风1-2级/东南风1-2级,jinzhong
2019年09月19日,小雨/多云,20℃/10℃,西南风1-2级/西南风1-2级,jinzhong
2019年09月20日,晴/晴,25℃/9℃,北风1-2级/北风1-2级,jinzhong
2019年09月21日,晴/晴,26℃/6℃,东风3-4级/东风3-4级,jinzhong
2019年09月22日,晴/多云,26℃/9℃,西风1-2级/西风1-2级,jinzhong
2019年09月23日,晴/多云,27℃/9℃,西北风1-2级/西北风1-2级,jinzhong
2019年09月24日,晴/晴,28℃/7℃,东南风1-2级/东南风1-2级,jinzhong
2019年09月25日,晴/晴,29℃/9℃,南风1-2级/南风1-2级,jinzhong
2019年09月26日,晴/晴,27℃/9℃,东南风1-2级/东南风1-2级,jinzhong
2019年09月27日,小雨/晴,26℃/9℃,西南风1-2级/西南风1-2级,jinzhong
2019年09月28日,多云/晴,26℃/10℃,西南风1-2级/西南风1-2级,jinzhong
2019年09月29日,晴/晴,29℃/11℃,西南风1-2级/西南风1-2级,jinzhong
2019年09月30日,晴/晴,28℃/12℃,西南风1-2级/西南风1-2级,jinzhong
2019年10月01日,晴/晴,28℃/12℃,南风1-2级/南风1-2级,jinzhong
2019年10月02日,晴/晴,28℃/12℃,西南风1-2级/西南风1-2级,jinzhong
2019年10月03日,多云/小雨,28℃/12℃,西南风1-2级/西南风1-2级,jinzhong
2019年10月04日,小雨/小雨,13℃/9℃,东风1-2级/东风1-2级,jinzhong
2019年10月05日,阴/小雨,18℃/7℃,东风3-4级/东风3-4级,jinzhong
2019年10月06日,小雨/多云,12℃/7℃,东北风1-2级/东北风1-2级,jinzhong
2019年10月07日,晴/晴,24℃/5℃,西北风1-2级/西北风1-2级,jinzhong
2019年10月08日,晴/阴,22℃/7℃,南风1-2级/南风1-2级,jinzhong
2019年10月09日,阴/晴,13℃/7℃,西南风1-2级/西南风1-2级,jinzhong
2019年10月10日,多云/雾,23℃/8℃,西北风1-2级/西北风1-2级,jinzhong
2019年10月11日,阴/多云,22℃/6℃,东南风1-2级/东南风1-2级,jinzhong
2019年10月12日,小雨/小雨,20℃/9℃,南风1-2级/南风1-2级,jinzhong
2019年10月13日,小雨/小雨,19℃/5℃,东北风1-2级/东北风1-2级,jinzhong
2019年10月14日,多云/多云,13℃/3℃,东南风3-4级/东南风3-4级,jinzhong
2019年10月15日,小雨/小雨,12℃/6℃,东南风1-2级/东南风1-2级,jinzhong
2019年10月16日,小雨/多云,14℃/5℃,西风1-2级/西风1-2级,jinzhong
2019年10月17日,晴/晴,19℃/3℃,西风1-2级/西风1-2级,jinzhong
2019年10月18日,晴/晴,19℃/3℃,西南风1-2级/西南风1-2级,jinzhong
2019年10月19日,多云/多云,20℃/8℃,西南风1-2级/西南风1-2级,jinzhong
2019年10月20日,多云/晴,19℃/3℃,西北风1-2级/西北风1-2级,jinzhong
2019年10月21日,晴/晴,20℃/5℃,南风1-2级/南风1-2级,jinzhong
2019年10月22日,晴/晴,21℃/7℃,西南风1-2级/西南风1-2级,jinzhong
2019年10月23日,晴/晴,20℃/6℃,东南风1-2级/东南风1-2级,jinzhong
2019年10月24日,阴/晴,11℃/0℃,西北风1-2级/西北风1-2级,jinzhong
2019年10月25日,晴/多云,13℃/1℃,西北风1-2级/西北风1-2级,jinzhong
2019年10月26日,晴/晴,17℃/0℃,西风3-4级/西风3-4级,jinzhong
2019年10月27日,晴/晴,18℃/3℃,西风3-4级/西风3-4级,jinzhong
2019年10月28日,晴/晴,14℃/-1℃,西北风3-4级/西北风3-4级,jinzhong
2019年10月29日,晴/晴,20℃/3℃,西南风3-4级/西南风3-4级,jinzhong
2019年10月30日,晴/晴,21℃/4℃,西北风3-4级/西北风3-4级,jinzhong
2019年10月31日,晴/多云,21℃/4℃,西风1-2级/西风1-2级,jinzhong
2019年11月01日,小雨/小雨,15℃/6℃,南风1-2级/南风1-2级,jinzhong
2019年11月02日,小雨/多云,16℃/3℃,西北风1-2级/西北风1-2级,jinzhong
2019年11月03日,多云/多云,13℃/0℃,东风1-2级/东风1-2级,jinzhong
2019年11月04日,晴/晴,19℃/3℃,北风1-2级/北风1-2级,jinzhong
2019年11月05日,多云/多云,16℃/6℃,东南风1-2级/东南风1-2级,jinzhong
2019年11月06日,小雨/多云,18℃/3℃,北风1-2级/北风1-2级,jinzhong
2019年11月07日,阴/多云,11℃/2℃,东风3-4级/东风3-4级,jinzhong
2019年11月08日,晴/晴,16℃/3℃,西风1-2级/西风1-2级,jinzhong
2019年11月09日,小雨/晴,16℃/0℃,西北风4-5级/西北风4-5级,jinzhong
2019年11月10日,晴/晴,14℃/-2℃,西北风3-4级/西北风3-4级,jinzhong
2019年11月11日,晴/多云,15℃/3℃,西南风1-2级/西南风1-2级,jinzhong
2019年11月12日,多云/晴,18℃/0℃,西北风1-2级/西北风1-2级,jinzhong
