日期,天气状况(白天/夜间),最高气温/最低气温,风力风向(白天/夜间),城市
2019年01月24日,晴/多云,6℃/-3℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年01月25日,晴/晴,4℃/-5℃,北风1-2级/北风1-2级,shijiazhuang
2019年01月26日,晴/晴,6℃/-4℃,南风1-2级/南风1-2级,shijiazhuang
2019年01月27日,多云/晴,7℃/-3℃,西北风1-2级/西北风1-2级,shijiazhuang
2019年01月28日,多云/多云,6℃/-3℃,南风1-2级/南风1-2级,shijiazhuang
2019年01月29日,多云/多云,7℃/-2℃,南风1-2级/南风1-2级,shijiazhuang
2019年01月30日,阴/阴,5℃/-5℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年01月31日,阴/晴,2℃/-5℃,北风1-2级/北风1-2级,shijiazhuang
2019年02月01日,晴/阴,9℃/-4℃,南风1-2级/南风1-2级,shijiazhuang
2019年02月02日,多云/晴,7℃/-2℃,南风1-2级/南风1-2级,shijiazhuang
2019年02月03日,晴/晴,11℃/-4℃,西北风3-4级/西北风3-4级,shijiazhuang
2019年02月04日,晴/晴,9℃/-2℃,南风1-2级/南风1-2级,shijiazhuang
2019年02月05日,多云/多云,6℃/-4℃,无持续风向1-2级/无持续风向1-2级,shijiazhuang
2019年02月06日,阴/多云,1℃/-6℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年02月07日,阴/小雪,-3℃/-7℃,无持续风向1-2级/无持续风向1-2级,shijiazhuang
2019年02月08日,多云/多云,-1℃/-8℃,南风1-2级/南风1-2级,shijiazhuang
2019年02月09日,多云/阴,-1℃/-7℃,北风1-2级/北风1-2级,shijiazhuang
2019年02月10日,阴/多云,0℃/-7℃,南风1-2级/南风1-2级,shijiazhuang
2019年02月11日,多云/阴,4℃/-5℃,北风1-2级/北风1-2级,shijiazhuang
2019年02月12日,阴/阴,1℃/-5℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年02月13日,小雪/中雪,-2℃/-6℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年02月14日,小雪/多云,-1℃/-7℃,南风1-2级/南风1-2级,shijiazhuang
2019年02月15日,晴/晴,4℃/-7℃,北风1-2级/北风1-2级,shijiazhuang
2019年02月16日,晴/晴,5℃/-7℃,北风1-2级/北风1-2级,shijiazhuang
2019年02月17日,晴/多云,7℃/-4℃,南风1-2级/南风1-2级,shijiazhuang
2019年02月18日,小雪/阴,4℃/-3℃,南风1-2级/南风1-2级,shijiazhuang
2019年02月19日,多云/晴,8℃/-2℃,北风1-2级/北风1-2级,shijiazhuang
2019年02月20日,晴/晴,8℃/-2℃,北风1-2级/北风1-2级,shijiazhuang
2019年02月21日,多云/阴,6℃/-2℃,南风1-2级/南风1-2级,shijiazhuang
2019年02月22日,多云/多云,9℃/-1℃,北风1-2级/北风1-2级,shijiazhuang
2019年02月23日,晴/多云,12℃/0℃,南风1-2级/南风1-2级,shijiazhuang
2019年02月24日,多云/多云,12℃/1℃,南风1-2级/南风1-2级,shijiazhuang
2019年02月25日,多云/多云,10℃/1℃,北风1-2级/北风1-2级,shijiazhuang
2019年02月26日,阴/多云,10℃/2℃,北风1-2级/北风1-2级,shijiazhuang
2019年02月27日,多云/晴,10℃/2℃,南风1-2级/南风1-2级,shijiazhuang
2019年02月28日,多云/多云,12℃/2℃,南风1-2级/南风1-2级,shijiazhuang
2019年03月01日,多云/阴,13℃/3℃,北风1-2级/北风1-2级,shijiazhuang
2019年03月02日,多云/多云,13℃/2℃,南风1-2级/南风1-2级,shijiazhuang
2019年03月03日,晴/晴,16℃/4℃,南风1-2级/南风1-2级,shijiazhuang
2019年03月04日,阴/阴,15℃/2℃,西风1-2级/西风1-2级,shijiazhuang
2019年03月05日,晴/晴,17℃/4℃,北风1-2级/北风1-2级,shijiazhuang
2019年03月06日,晴/晴,15℃/1℃,北风3-4级/北风3-4级,shijiazhuang
2019年03月07日,晴/晴,14℃/1℃,南风1-2级/南风1-2级,shijiazhuang
2019年03月08日,多云/多云,14℃/4℃,南风1-2级/南风1-2级,shijiazhuang
2019年03月09日,多云/多云,15℃/4℃,南风1-2级/南风1-2级,shijiazhuang
2019年03月10日,多云/多云,15℃/4℃,南风1-2级/南风1-2级,shijiazhuang
2019年03月11日,晴/晴,20℃/3℃,西北风3-4级/西北风3-4级,shijiazhuang
2019年03月12日,晴/晴,14℃/1℃,北风1-2级/北风1-2级,shijiazhuang
2019年03月13日,晴/晴,17℃/5℃,北风1-2级/北风1-2级,shijiazhuang
2019年03月14日,晴/晴,18℃/5℃,北风3-4级/北风3-4级,shijiazhuang
2019年03月15日,晴/晴,20℃/7℃,北风1-2级/北风1-2级,shijiazhuang
2019年03月16日,晴/晴,21℃/8℃,北风3-4级/北风3-4级,shijiazhuang
2019年03月17日,多云/多云,19℃/9℃,南风1-2级/南风1-2级,shijiazhuang
2019年03月18日,晴/晴,23℃/10℃,南风1-2级/南风1-2级,shijiazhuang
2019年03月19日,晴/小雨,26℃/11℃,南风3-4级/南风3-4级,shijiazhuang
2019年03月20日,多云/多云,19℃/7℃,北风1-2级/北风1-2级,shijiazhuang
2019年03月21日,晴/晴,15℃/3℃,北风4-5级/北风4-5级,shijiazhuang
2019年03月22日,晴/晴,15℃/4℃,西北风1-2级/西北风1-2级,shijiazhuang
2019年03月23日,晴/晴,13℃/2℃,北风3-4级/北风3-4级,shijiazhuang
2019年03月24日,晴/晴,20℃/6℃,南风1-2级/南风1-2级,shijiazhuang
2019年03月25日,晴/晴,24℃/9℃,西风1-2级/西风1-2级,shijiazhuang
2019年03月26日,晴/晴,25℃/12℃,南风3-4级/南风3-4级,shijiazhuang
2019年03月27日,多云/多云,24℃/6℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年03月28日,多云/多云,11℃/2℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年03月29日,晴/晴,17℃/6℃,北风3-4级/北风3-4级,shijiazhuang
2019年03月30日,晴/晴,15℃/3℃,西北风4-5级/西北风4-5级,shijiazhuang
2019年03月31日,晴/晴,17℃/5℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月01日,晴/多云,18℃/6℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月02日,晴/多云,18℃/7℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月03日,晴/多云,22℃/10℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月04日,晴/晴,28℃/13℃,西风3-4级/西风3-4级,shijiazhuang
2019年04月05日,晴/多云,27℃/10℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月06日,多云/晴,20℃/9℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年04月07日,晴/多云,20℃/9℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月08日,小雨/中雨,15℃/4℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年04月09日,小雨/多云,7℃/2℃,北风3-4级/北风3-4级,shijiazhuang
2019年04月10日,多云/阵雨,15℃/7℃,南风1-2级/南风1-2级,shijiazhuang
2019年04月11日,多云/晴,17℃/8℃,北风3-4级/北风3-4级,shijiazhuang
2019年04月12日,多云/多云,21℃/10℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月13日,阵雨/晴,20℃/9℃,西北风4-5级/西北风4-5级,shijiazhuang
2019年04月14日,晴/晴,23℃/13℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月15日,晴/阴,24℃/13℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月16日,晴/晴,27℃/15℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月17日,晴/晴,30℃/18℃,南风4-5级/南风4-5级,shijiazhuang
2019年04月18日,多云/多云,25℃/13℃,东北风4-5级/东北风4-5级,shijiazhuang
2019年04月19日,阴/阴,18℃/11℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年04月20日,小雨/小雨,15℃/10℃,南风1-2级/南风1-2级,shijiazhuang
2019年04月21日,多云/多云,21℃/11℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月22日,多云/阴,24℃/15℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月23日,多云/多云,26℃/15℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年04月24日,雷阵雨/阵雨,26℃/8℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月25日,阴/阴,15℃/7℃,北风3-4级/北风3-4级,shijiazhuang
2019年04月26日,多云/小雨,16℃/10℃,北风3-4级/北风3-4级,shijiazhuang
2019年04月27日,中雨/阴,11℃/5℃,东风3-4级/东风3-4级,shijiazhuang
2019年04月28日,多云/晴,17℃/10℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月29日,多云/多云,24℃/14℃,南风3-4级/南风3-4级,shijiazhuang
2019年04月30日,晴/晴,24℃/12℃,北风4-5级/北风4-5级,shijiazhuang
2019年05月01日,晴/晴,27℃/14℃,北风3-4级/北风3-4级,shijiazhuang
2019年05月02日,晴/晴,28℃/13℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月03日,晴/阴,27℃/16℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月04日,多云/多云,25℃/15℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月05日,多云/晴,23℃/12℃,东北风4-5级/东北风4-5级,shijiazhuang
2019年05月06日,晴/晴,23℃/11℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月07日,晴/晴,26℃/15℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月08日,多云/晴,26℃/15℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月09日,晴/多云,28℃/16℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月10日,多云/晴,28℃/15℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月11日,晴/多云,30℃/16℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月12日,雷阵雨/多云,25℃/13℃,西北风4-5级/西北风4-5级,shijiazhuang
2019年05月13日,晴/晴,26℃/13℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月14日,多云/多云,27℃/15℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月15日,多云/多云,31℃/17℃,南风4-5级/南风4-5级,shijiazhuang
2019年05月16日,晴/晴,33℃/20℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月17日,晴/多云,34℃/20℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月18日,阴/雷阵雨,27℃/19℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月19日,多云/晴,26℃/15℃,西北风5-6级/西北风5-6级,shijiazhuang
2019年05月20日,晴/晴,28℃/17℃,西北风3-4级/西北风3-4级,shijiazhuang
2019年05月21日,晴/晴,33℃/18℃,西北风3-4级/西北风3-4级,shijiazhuang
2019年05月22日,晴/晴,37℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月23日,晴/晴,39℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月24日,多云/多云,34℃/20℃,南风4-5级/南风4-5级,shijiazhuang
2019年05月25日,晴/阴,35℃/23℃,南风4-5级/南风4-5级,shijiazhuang
2019年05月26日,阵雨/阴,32℃/19℃,北风3-4级/北风3-4级,shijiazhuang
2019年05月27日,晴/晴,28℃/18℃,北风4-5级/北风4-5级,shijiazhuang
2019年05月28日,晴/晴,33℃/19℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月29日,晴/多云,33℃/20℃,南风3-4级/南风3-4级,shijiazhuang
2019年05月30日,晴/多云,31℃/18℃,北风4-5级/北风4-5级,shijiazhuang
2019年05月31日,晴/晴,30℃/19℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月01日,多云/多云,33℃/20℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月02日,晴/晴,36℃/22℃,西北风3-4级/西北风3-4级,shijiazhuang
2019年06月03日,晴/晴,34℃/21℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月04日,多云/多云,30℃/22℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年06月05日,中雨/小雨,25℃/20℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年06月06日,小雨/阴,24℃/18℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年06月07日,多云/多云,31℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月08日,晴/晴,35℃/21℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月09日,晴/晴,32℃/20℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月10日,晴/晴,33℃/21℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月11日,晴/多云,34℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月12日,雷阵雨/多云,35℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月13日,雷阵雨/晴,33℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月14日,晴/晴,37℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月15日,多云/阴,33℃/21℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年06月16日,阴/多云,27℃/20℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年06月17日,多云/多云,32℃/20℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月18日,晴/阴,38℃/25℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月19日,多云/多云,33℃/25℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年06月20日,阴/阴,33℃/24℃,东风3-4级/东风3-4级,shijiazhuang
2019年06月21日,多云/多云,36℃/23℃,东风3-4级/东风3-4级,shijiazhuang
2019年06月22日,晴/晴,34℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月23日,晴/多云,37℃/25℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月24日,多云/阴,37℃/25℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月25日,多云/多云,36℃/25℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月26日,多云/多云,34℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月27日,阴/雷阵雨,35℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2019年06月28日,多云/晴,32℃/23℃,南风1-2级/南风1-2级,shijiazhuang
2019年06月29日,晴/晴,37℃/23℃,北风3-4级/北风3-4级,shijiazhuang
2019年06月30日,晴/晴,34℃/22℃,北风3-4级/北风3-4级,shijiazhuang
2019年07月01日,晴/晴,36℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2019年07月02日,晴/多云,37℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2019年07月03日,晴/晴,37℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2019年07月04日,晴/多云,39℃/27℃,南风3-4级/南风3-4级,shijiazhuang
2019年07月05日,雷阵雨/雷阵雨,38℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2019年07月06日,雷阵雨/雷阵雨,30℃/22℃,北风4-5级/北风4-5级,shijiazhuang
2019年07月07日,多云/多云,28℃/21℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年07月08日,多云/阴,29℃/22℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年07月09日,雷阵雨/雷阵雨,30℃/21℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年07月10日,雷阵雨/阵雨,26℃/20℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年07月11日,多云/多云,29℃/20℃,北风3-4级/北风3-4级,shijiazhuang
2019年07月12日,晴/多云,34℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2019年07月13日,晴/多云,36℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2019年07月14日,雷阵雨/多云,34℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2019年07月15日,多云/阴,35℃/25℃,南风3-4级/南风3-4级,shijiazhuang
2019年07月16日,雷阵雨/雷阵雨,32℃/24℃,北风1-2级/北风1-2级,shijiazhuang
2019年07月17日,阴/多云,31℃/24℃,北风1-2级/北风1-2级,shijiazhuang
2019年07月18日,多云/多云,33℃/24℃,北风1-2级/北风1-2级,shijiazhuang
2019年07月19日,雷阵雨/雷阵雨,32℃/24℃,南风1-2级/南风1-2级,shijiazhuang
2019年07月20日,阵雨/多云,32℃/25℃,南风3-4级/南风3-4级,shijiazhuang
2019年07月21日,多云/多云,36℃/26℃,南风1-2级/南风1-2级,shijiazhuang
2019年07月22日,中雨/中雨,31℃/24℃,南风3-4级/南风3-4级,shijiazhuang
2019年07月23日,晴/晴,36℃/24℃,北风1-2级/北风1-2级,shijiazhuang
2019年07月24日,多云/雷阵雨,38℃/27℃,西风1-2级/西风1-2级,shijiazhuang
2019年07月25日,多云/多云,36℃/26℃,南风1-2级/南风1-2级,shijiazhuang
2019年07月26日,晴/多云,38℃/27℃,南风1-2级/南风1-2级,shijiazhuang
2019年07月27日,多云/多云,35℃/27℃,南风1-2级/南风1-2级,shijiazhuang
2019年07月28日,多云/雷阵雨,35℃/25℃,南风1-2级/南风1-2级,shijiazhuang
2019年07月29日,中雨/多云,29℃/22℃,北风1-2级/北风1-2级,shijiazhuang
2019年07月30日,晴/晴,36℃/25℃,南风1-2级/南风1-2级,shijiazhuang
2019年07月31日,晴/多云,36℃/26℃,南风1-2级/南风1-2级,shijiazhuang
2019年08月01日,雷阵雨/雷阵雨,32℃/24℃,北风1-2级/北风1-2级,shijiazhuang
2019年08月02日,雷阵雨/雷阵雨,31℃/22℃,北风1-2级/北风1-2级,shijiazhuang
2019年08月03日,多云/雷阵雨,30℃/22℃,东风1-2级/东风1-2级,shijiazhuang
2019年08月04日,中雨/中雨,26℃/22℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年08月05日,雷阵雨/多云,27℃/23℃,南风1-2级/南风1-2级,shijiazhuang
2019年08月06日,雷阵雨/雷阵雨,29℃/23℃,南风1-2级/南风1-2级,shijiazhuang
2019年08月07日,多云/多云,30℃/24℃,南风1-2级/南风1-2级,shijiazhuang
2019年08月08日,多云/多云,32℃/24℃,南风1-2级/南风1-2级,shijiazhuang
2019年08月09日,中雨/中雨,30℃/23℃,南风3-4级/南风3-4级,shijiazhuang
2019年08月10日,阴/雷阵雨,27℃/22℃,南风3-4级/南风3-4级,shijiazhuang
2019年08月11日,阵雨/多云,29℃/24℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年08月12日,多云/多云,32℃/23℃,无持续风向1-2级/无持续风向1-2级,shijiazhuang
2019年08月13日,多云/多云,31℃/23℃,北风1-2级/北风1-2级,shijiazhuang
2019年08月14日,晴/晴,32℃/23℃,南风1-2级/南风1-2级,shijiazhuang
2019年08月15日,多云/雷阵雨,34℃/22℃,南风1-2级/南风1-2级,shijiazhuang
2019年08月16日,晴/晴,31℃/20℃,北风4-5级/北风4-5级,shijiazhuang
2019年08月17日,晴/多云,32℃/22℃,北风1-2级/北风1-2级,shijiazhuang
2019年08月18日,晴/晴,32℃/22℃,南风1-2级/南风1-2级,shijiazhuang
2019年08月19日,晴/多云,31℃/23℃,南风1-2级/南风1-2级,shijiazhuang
2019年08月20日,阵雨/多云,26℃/21℃,南风1-2级/南风1-2级,shijiazhuang
2019年08月21日,晴/晴,31℃/20℃,北风1-2级/北风1-2级,shijiazhuang
2019年08月22日,多云/多云,32℃/21℃,北风1-2级/北风1-2级,shijiazhuang
2019年08月23日,多云/阵雨,30℃/21℃,北风1-2级/北风1-2级,shijiazhuang
2019年08月24日,小雨/小雨,26℃/19℃,北风1-2级/北风1-2级,shijiazhuang
2019年08月25日,多云/多云,26℃/19℃,南风1-2级/南风1-2级,shijiazhuang
2019年08月26日,雷阵雨/阴,27℃/21℃,北风1-2级/北风1-2级,shijiazhuang
2019年08月27日,晴/晴,32℃/21℃,北风1-2级/北风1-2级,shijiazhuang
2019年08月28日,晴/晴,35℃/21℃,北风3-4级/北风3-4级,shijiazhuang
2019年08月29日,晴/晴,31℃/21℃,西北风1-2级/西北风1-2级,shijiazhuang
2019年08月30日,晴/晴,31℃/20℃,北风1-2级/北风1-2级,shijiazhuang
2019年08月31日,晴/晴,32℃/19℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月01日,晴/晴,31℃/20℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月02日,晴/晴,32℃/20℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月03日,晴/晴,32℃/20℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月04日,晴/晴,31℃/20℃,北风1-2级/北风1-2级,shijiazhuang
2019年09月05日,晴/晴,32℃/20℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月06日,晴/晴,33℃/20℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月07日,晴/晴,34℃/20℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月08日,晴/晴,35℃/20℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月09日,多云/小雨,33℃/21℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月10日,小雨/多云,24℃/19℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年09月11日,小雨/小雨,21℃/17℃,北风1-2级/北风1-2级,shijiazhuang
2019年09月12日,阴/中雨,21℃/17℃,北风1-2级/北风1-2级,shijiazhuang
2019年09月13日,小雨/晴,25℃/19℃,北风1-2级/北风1-2级,shijiazhuang
2019年09月14日,晴/晴,27℃/18℃,北风1-2级/北风1-2级,shijiazhuang
2019年09月15日,多云/多云,28℃/18℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月16日,阴/阵雨,25℃/18℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年09月17日,多云/晴,26℃/17℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月18日,晴/多云,26℃/17℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月19日,阴/阴,23℃/17℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月20日,多云/多云,26℃/17℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月21日,晴/多云,28℃/17℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年09月22日,晴/晴,28℃/18℃,北风1-2级/北风1-2级,shijiazhuang
2019年09月23日,晴/晴,29℃/18℃,北风1-2级/北风1-2级,shijiazhuang
2019年09月24日,晴/晴,31℃/17℃,北风1-2级/北风1-2级,shijiazhuang
2019年09月25日,晴/晴,29℃/18℃,北风1-2级/北风1-2级,shijiazhuang
2019年09月26日,晴/多云,29℃/17℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月27日,晴/多云,29℃/18℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月28日,晴/晴,30℃/17℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月29日,晴/多云,31℃/18℃,南风1-2级/南风1-2级,shijiazhuang
2019年09月30日,晴/多云,30℃/18℃,南风1-2级/南风1-2级,shijiazhuang
2019年10月01日,多云/多云,29℃/18℃,南风1-2级/南风1-2级,shijiazhuang
2019年10月02日,多云/多云,30℃/18℃,北风1-2级/北风1-2级,shijiazhuang
2019年10月03日,多云/小雨,30℃/19℃,南风1-2级/南风1-2级,shijiazhuang
2019年10月04日,小雨/小雨,19℃/10℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年10月05日,多云/多云,18℃/10℃,北风1-2级/北风1-2级,shijiazhuang
2019年10月06日,阴/多云,16℃/11℃,南风1-2级/南风1-2级,shijiazhuang
2019年10月07日,晴/晴,25℃/11℃,北风1-2级/北风1-2级,shijiazhuang
2019年10月08日,晴/晴,23℃/12℃,北风1-2级/北风1-2级,shijiazhuang
2019年10月09日,阴/多云,21℃/13℃,南风1-2级/南风1-2级,shijiazhuang
2019年10月10日,晴/多云,21℃/13℃,南风1-2级/南风1-2级,shijiazhuang
2019年10月11日,阴/阴,19℃/12℃,北风1-2级/北风1-2级,shijiazhuang
2019年10月12日,阴/小雨,18℃/12℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年10月13日,小雨/小雨,17℃/9℃,东北风3-4级/东北风3-4级,shijiazhuang
2019年10月14日,多云/晴,14℃/7℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年10月15日,晴/小雨,17℃/9℃,北风1-2级/北风1-2级,shijiazhuang
2019年10月16日,小雨/阴,12℃/8℃,南风1-2级/南风1-2级,shijiazhuang
2019年10月17日,阴/阴,15℃/9℃,南风1-2级/南风1-2级,shijiazhuang
2019年10月18日,晴/晴,20℃/10℃,南风1-2级/南风1-2级,shijiazhuang
2019年10月19日,多云/多云,20℃/12℃,东南风1-2级/东南风1-2级,shijiazhuang
2019年10月20日,晴/晴,22℃/10℃,北风1-2级/北风1-2级,shijiazhuang
2019年10月21日,晴/晴,21℃/10℃,北风1-2级/北风1-2级,shijiazhuang
2019年10月22日,晴/多云,22℃/12℃,南风1-2级/南风1-2级,shijiazhuang
2019年10月23日,多云/阴,21℃/11℃,南风1-2级/南风1-2级,shijiazhuang
2019年10月24日,阴/多云,18℃/8℃,北风3-4级/北风3-4级,shijiazhuang
2019年10月25日,晴/晴,16℃/7℃,西北风3-4级/西北风3-4级,shijiazhuang
2019年10月26日,晴/晴,19℃/9℃,南风1-2级/南风1-2级,shijiazhuang
2019年10月27日,晴/多云,21℃/10℃,南风1-2级/南风1-2级,shijiazhuang
2019年10月28日,晴/晴,19℃/5℃,北风3-4级/北风3-4级,shijiazhuang
2019年10月29日,晴/晴,20℃/8℃,南风3-4级/南风3-4级,shijiazhuang
2019年10月30日,晴/晴,24℃/10℃,西风3-4级/西风3-4级,shijiazhuang
2019年10月31日,晴/多云,26℃/9℃,西北风1-2级/西北风1-2级,shijiazhuang
2019年11月01日,多云/小雨,19℃/10℃,北风1-2级/北风1-2级,shijiazhuang
2019年11月02日,多云/阴,17℃/9℃,北风1-2级/北风1-2级,shijiazhuang
2019年11月03日,小雨/多云,14℃/6℃,东北风1-2级/东北风1-2级,shijiazhuang
2019年11月04日,晴/晴,17℃/6℃,南风1-2级/南风1-2级,shijiazhuang
