日期,天气状况(白天/夜间),最高气温/最低气温,风力风向(白天/夜间),城市
2019年01月26日,晴/多云,-2℃/-15℃,西南风1-2级/西南风1-2级,changchun
2019年01月27日,多云/多云,2℃/-12℃,西南风3-4级/西南风3-4级,changchun
2019年01月28日,多云/晴,-4℃/-13℃,西北风3-4级/西北风3-4级,changchun
2019年01月29日,多云/晴,3℃/-11℃,西南风3-4级/西南风3-4级,changchun
2019年01月30日,晴/晴,-7℃/-18℃,西北风4-5级/西北风4-5级,changchun
2019年01月31日,晴/晴,-6℃/-13℃,西南风3-4级/西南风3-4级,changchun
2019年02月01日,晴/晴,-1℃/-9℃,西南风3-4级/西南风3-4级,changchun
2019年02月02日,多云/阵雪,4℃/-13℃,西南风3-4级/西南风3-4级,changchun
2019年02月03日,多云/晴,-5℃/-18℃,西北风3-4级/西北风3-4级,changchun
2019年02月04日,晴/多云,-10℃/-17℃,西风1-2级/西风1-2级,changchun
2019年02月05日,多云/多云,-12℃/-19℃,东北风1-2级/东北风1-2级,changchun
2019年02月06日,多云/晴,-12℃/-23℃,东北风1-2级/东北风1-2级,changchun
2019年02月07日,晴/晴,-15℃/-23℃,西风1-2级/西风1-2级,changchun
2019年02月08日,多云/晴,-12℃/-21℃,西风1-2级/西风1-2级,changchun
2019年02月09日,晴/晴,-9℃/-19℃,西北风3-4级/西北风3-4级,changchun
2019年02月10日,晴/多云,-8℃/-17℃,西风1-2级/西风1-2级,changchun
2019年02月11日,多云/晴,-8℃/-20℃,西风1-2级/西风1-2级,changchun
2019年02月12日,晴/晴,-8℃/-19℃,西风1-2级/西风1-2级,changchun
2019年02月13日,晴/晴,-7℃/-17℃,西风1-2级/西风1-2级,changchun
2019年02月14日,多云/小雪,-4℃/-11℃,西南风1-2级/西南风1-2级,changchun
2019年02月15日,小雪/晴,-5℃/-16℃,西风1-2级/西风1-2级,changchun
2019年02月16日,晴/晴,-3℃/-12℃,西风1-2级/西风1-2级,changchun
2019年02月17日,晴/晴,2℃/-9℃,西风3-4级/西风3-4级,changchun
2019年02月18日,多云/多云,4℃/-5℃,西南风3-4级/西南风3-4级,changchun
2019年02月19日,小雪/小雪,2℃/-5℃,西南风1-2级/西南风1-2级,changchun
2019年02月20日,多云/晴,4℃/-6℃,西风1-2级/西风1-2级,changchun
2019年02月21日,晴/晴,6℃/-6℃,西风1-2级/西风1-2级,changchun
2019年02月22日,晴/晴,7℃/-5℃,西风1-2级/西风1-2级,changchun
2019年02月23日,晴/多云,9℃/-4℃,西南风3-4级/西南风3-4级,changchun
2019年02月24日,多云/晴,5℃/-7℃,西风3-4级/西风3-4级,changchun
2019年02月25日,晴/晴,4℃/-7℃,西风1-2级/西风1-2级,changchun
2019年02月26日,晴/晴,4℃/-7℃,西北风1-2级/西北风1-2级,changchun
2019年02月27日,多云/多云,6℃/-3℃,西南风1-2级/西南风1-2级,changchun
2019年02月28日,晴/晴,8℃/-5℃,西风1-2级/西风1-2级,changchun
2019年03月01日,晴/晴,11℃/-4℃,西风1-2级/西风1-2级,changchun
2019年03月02日,晴/晴,12℃/-3℃,西南风3-4级/西南风3-4级,changchun
2019年03月03日,晴/多云,12℃/-2℃,东风1-2级/东风1-2级,changchun
2019年03月04日,小雨/阴,11℃/-1℃,西南风1-2级/西南风1-2级,changchun
2019年03月05日,多云/多云,10℃/-5℃,西南风1-2级/西南风1-2级,changchun
2019年03月06日,晴/晴,4℃/-7℃,北风3-4级/北风3-4级,changchun
2019年03月07日,晴/晴,8℃/-3℃,西风1-2级/西风1-2级,changchun
2019年03月08日,晴/多云,13℃/0℃,西南风5-6级/西南风5-6级,changchun
2019年03月09日,多云/多云,7℃/-6℃,西北风1-2级/西北风1-2级,changchun
2019年03月10日,多云/多云,7℃/-4℃,西风1-2级/西风1-2级,changchun
2019年03月11日,多云/多云,8℃/-7℃,西北风3-4级/西北风3-4级,changchun
2019年03月12日,多云/小雪,0℃/-6℃,西北风3-4级/西北风3-4级,changchun
2019年03月13日,多云/多云,4℃/-6℃,西北风4-5级/西北风4-5级,changchun
2019年03月14日,多云/晴,7℃/-6℃,西风1-2级/西风1-2级,changchun
2019年03月15日,晴/多云,5℃/-7℃,西北风1-2级/西北风1-2级,changchun
2019年03月16日,多云/晴,7℃/-5℃,西南风1-2级/西南风1-2级,changchun
2019年03月17日,晴/晴,11℃/4℃,西南风4-5级/西南风4-5级,changchun
2019年03月18日,晴/多云,17℃/3℃,西南风4-5级/西南风4-5级,changchun
2019年03月19日,多云/多云,20℃/3℃,西南风5-6级/西南风5-6级,changchun
2019年03月20日,雨夹雪/大雪,9℃/-6℃,东北风3-4级/东北风3-4级,changchun
2019年03月21日,小雪/晴,-1℃/-13℃,北风4-5级/北风4-5级,changchun
2019年03月22日,多云/晴,2℃/-9℃,西风3-4级/西风3-4级,changchun
2019年03月23日,晴/多云,2℃/-4℃,西风3-4级/西风3-4级,changchun
2019年03月24日,多云/多云,10℃/-2℃,西风4-5级/西风4-5级,changchun
2019年03月25日,多云/多云,10℃/-6℃,西风3-4级/西风3-4级,changchun
2019年03月26日,多云/多云,6℃/-5℃,西北风3-4级/西北风3-4级,changchun
2019年03月27日,多云/晴,5℃/-4℃,北风3-4级/北风3-4级,changchun
2019年03月28日,晴/晴,6℃/-6℃,西北风3-4级/西北风3-4级,changchun
2019年03月29日,多云/多云,8℃/-1℃,南风1-2级/南风1-2级,changchun
2019年03月30日,多云/多云,8℃/-5℃,北风3-4级/北风3-4级,changchun
2019年03月31日,多云/多云,6℃/-5℃,西北风3-4级/西北风3-4级,changchun
2019年04月01日,多云/多云,7℃/-5℃,西北风3-4级/西北风3-4级,changchun
2019年04月02日,晴/晴,8℃/-3℃,西北风3-4级/西北风3-4级,changchun
2019年04月03日,晴/多云,15℃/2℃,西南风4-5级/西南风4-5级,changchun
2019年04月04日,多云/多云,14℃/0℃,西北风4-5级/西北风4-5级,changchun
2019年04月05日,多云/多云,9℃/-1℃,西北风3-4级/西北风3-4级,changchun
2019年04月06日,多云/多云,11℃/-2℃,西风3-4级/西风3-4级,changchun
2019年04月07日,多云/多云,11℃/-1℃,西风3-4级/西风3-4级,changchun
2019年04月08日,多云/多云,11℃/-2℃,西北风3-4级/西北风3-4级,changchun
2019年04月09日,多云/多云,13℃/0℃,西北风3-4级/西北风3-4级,changchun
2019年04月10日,多云/晴,14℃/0℃,北风3-4级/北风3-4级,changchun
2019年04月11日,晴/晴,16℃/1℃,西南风1-2级/西南风1-2级,changchun
2019年04月12日,晴/阵雨,19℃/6℃,西南风4-5级/西南风4-5级,changchun
2019年04月13日,多云/多云,15℃/2℃,西南风3-4级/西南风3-4级,changchun
2019年04月14日,多云/晴,13℃/2℃,西北风3-4级/西北风3-4级,changchun
2019年04月15日,晴/晴,22℃/11℃,西南风3-4级/西南风3-4级,changchun
2019年04月16日,晴/多云,24℃/10℃,西南风6-7级/西南风6-7级,changchun
2019年04月17日,阵雨/阵雨,21℃/2℃,西南风6-7级/西南风6-7级,changchun
2019年04月18日,多云/晴,11℃/0℃,西北风4-5级/西北风4-5级,changchun
2019年04月19日,晴/多云,15℃/5℃,西北风3-4级/西北风3-4级,changchun
2019年04月20日,多云/多云,16℃/1℃,西南风4-5级/西南风4-5级,changchun
2019年04月21日,晴/晴,16℃/5℃,西北风3-4级/西北风3-4级,changchun
2019年04月22日,多云/阵雨,23℃/13℃,南风4-5级/南风4-5级,changchun
2019年04月23日,多云/多云,23℃/7℃,西北风4-5级/西北风4-5级,changchun
2019年04月24日,多云/多云,13℃/4℃,东北风3-4级/东北风3-4级,changchun
2019年04月25日,多云/多云,14℃/3℃,东北风3-4级/东北风3-4级,changchun
2019年04月26日,晴/晴,16℃/4℃,东北风3-4级/东北风3-4级,changchun
2019年04月27日,晴/多云,20℃/9℃,西南风3-4级/西南风3-4级,changchun
2019年04月28日,多云/多云,20℃/9℃,西南风5-6级/西南风5-6级,changchun
2019年04月29日,多云/小雨,19℃/8℃,西南风3-4级/西南风3-4级,changchun
2019年04月30日,小雨/多云,17℃/6℃,西南风3-4级/西南风3-4级,changchun
2019年06月01日,晴/多云,26℃/17℃,西南风3-4级/西南风3-4级,changchun
2019年06月02日,雷阵雨/雷阵雨,27℃/15℃,西南风4-5级/西南风4-5级,changchun
2019年06月03日,中雨/大雨,23℃/15℃,东风3-4级/东风3-4级,changchun
2019年06月04日,雷阵雨/多云,24℃/15℃,东北风3-4级/东北风3-4级,changchun
2019年06月05日,雷阵雨/多云,25℃/14℃,西南风3-4级/西南风3-4级,changchun
2019年06月06日,多云/多云,29℃/16℃,西南风3-4级/西南风3-4级,changchun
2019年06月07日,多云/雷阵雨,30℃/17℃,南风3-4级/南风3-4级,changchun
2019年06月08日,雷阵雨/中雨,23℃/15℃,西南风3-4级/西南风3-4级,changchun
2019年06月09日,雷阵雨/多云,23℃/14℃,西南风1-2级/西南风1-2级,changchun
2019年06月10日,雷阵雨/雷阵雨,24℃/16℃,西南风1-2级/西南风1-2级,changchun
2019年06月11日,雷阵雨/多云,24℃/16℃,西南风1-2级/西南风1-2级,changchun
2019年06月12日,多云/雷阵雨,28℃/18℃,西南风1-2级/西南风1-2级,changchun
2019年06月13日,大雨/雷阵雨,23℃/15℃,西南风3-4级/西南风3-4级,changchun
2019年06月14日,雷阵雨/雷阵雨,23℃/12℃,西风3-4级/西风3-4级,changchun
2019年06月15日,多云/多云,18℃/10℃,北风4-5级/北风4-5级,changchun
2019年06月16日,多云/多云,21℃/10℃,东北风1-2级/东北风1-2级,changchun
2019年06月17日,晴/多云,24℃/13℃,东南风1-2级/东南风1-2级,changchun
2019年06月18日,晴/多云,27℃/14℃,西风1-2级/西风1-2级,changchun
2019年06月19日,雷阵雨/雷阵雨,29℃/17℃,西南风3-4级/西南风3-4级,changchun
2019年06月20日,多云/多云,25℃/13℃,东北风1-2级/东北风1-2级,changchun
2019年06月21日,多云/多云,25℃/14℃,东北风1-2级/东北风1-2级,changchun
2019年06月22日,雷阵雨/多云,26℃/15℃,东北风1-2级/东北风1-2级,changchun
2019年06月23日,多云/晴,29℃/17℃,东北风1-2级/东北风1-2级,changchun
2019年06月24日,晴/晴,31℃/21℃,西南风4-5级/西南风4-5级,changchun
2019年06月25日,晴/多云,32℃/21℃,西南风4-5级/西南风4-5级,changchun
2019年06月26日,晴/晴,31℃/21℃,西南风4-5级/西南风4-5级,changchun
2019年06月27日,多云/多云,31℃/18℃,西南风3-4级/西南风3-4级,changchun
2019年06月28日,中雨/雷阵雨,26℃/16℃,西南风3-4级/西南风3-4级,changchun
2019年06月29日,雷阵雨/中雨,24℃/15℃,西南风1-2级/西南风1-2级,changchun
2019年06月30日,雷阵雨/雷阵雨,21℃/15℃,西北风1-2级/西北风1-2级,changchun
2019年07月01日,雷阵雨/多云,21℃/15℃,西北风1-2级/西北风1-2级,changchun
2019年07月02日,多云/雷阵雨,28℃/18℃,西南风1-2级/西南风1-2级,changchun
2019年07月03日,雷阵雨/多云,26℃/17℃,西南风1-2级/西南风1-2级,changchun
2019年07月04日,多云/多云,30℃/21℃,西南风3-4级/西南风3-4级,changchun
2019年07月05日,雷阵雨/雷阵雨,30℃/21℃,西南风3-4级/西南风3-4级,changchun
2019年07月06日,多云/多云,31℃/20℃,西南风3-4级/西南风3-4级,changchun
2019年07月07日,雷阵雨/多云,30℃/20℃,西南风1-2级/西南风1-2级,changchun
2019年07月08日,多云/多云,30℃/19℃,东南风1-2级/东南风1-2级,changchun
2019年07月09日,多云/多云,31℃/20℃,东南风1-2级/东南风1-2级,changchun
2019年07月10日,多云/多云,31℃/21℃,东南风1-2级/东南风1-2级,changchun
2019年07月11日,雷阵雨/雷阵雨,27℃/19℃,西南风1-2级/西南风1-2级,changchun
2019年07月12日,雷阵雨/雷阵雨,26℃/19℃,西南风1-2级/西南风1-2级,changchun
2019年07月13日,雷阵雨/雷阵雨,28℃/19℃,东南风1-2级/东南风1-2级,changchun
2019年07月14日,雷阵雨/多云,28℃/19℃,东北风1-2级/东北风1-2级,changchun
2019年07月15日,雷阵雨/多云,29℃/20℃,西南风1-2级/西南风1-2级,changchun
2019年07月16日,雷阵雨/多云,30℃/21℃,西南风1-2级/西南风1-2级,changchun
2019年07月17日,中雨/雷阵雨,29℃/22℃,西南风3-4级/西南风3-4级,changchun
2019年07月18日,雷阵雨/多云,29℃/21℃,西南风1-2级/西南风1-2级,changchun
2019年07月19日,多云/晴,31℃/22℃,西南风1-2级/西南风1-2级,changchun
2019年07月20日,多云/多云,33℃/23℃,西南风3-4级/西南风3-4级,changchun
2019年07月21日,中雨/多云,26℃/22℃,南风1-2级/南风1-2级,changchun
2019年07月22日,多云/多云,32℃/22℃,西南风1-2级/西南风1-2级,changchun
2019年07月23日,雷阵雨/中雨,27℃/22℃,西南风1-2级/西南风1-2级,changchun
2019年07月24日,雷阵雨/雷阵雨,31℃/22℃,西南风1-2级/西南风1-2级,changchun
2019年07月25日,雷阵雨/雷阵雨,29℃/20℃,西南风1-2级/西南风1-2级,changchun
2019年07月26日,雷阵雨/中雨,29℃/22℃,西南风1-2级/西南风1-2级,changchun
2019年07月27日,多云/多云,32℃/23℃,西南风3-4级/西南风3-4级,changchun
2019年07月28日,晴/晴,32℃/25℃,西南风3-4级/西南风3-4级,changchun
2019年07月29日,多云/暴雨,30℃/23℃,西南风3-4级/西南风3-4级,changchun
2019年07月30日,雷阵雨/多云,28℃/22℃,西南风3-4级/西南风3-4级,changchun
2019年07月31日,多云/多云,31℃/22℃,西南风3-4级/西南风3-4级,changchun
2019年08月01日,多云/多云,30℃/20℃,西南风3-4级/西南风3-4级,changchun
2019年08月02日,多云/多云,30℃/21℃,西南风1-2级/西南风1-2级,changchun
2019年08月03日,暴雨/雷阵雨,26℃/20℃,西南风1-2级/西南风1-2级,changchun
2019年08月04日,多云/多云,28℃/20℃,西南风1-2级/西南风1-2级,changchun
2019年08月05日,多云/雷阵雨,30℃/22℃,西南风1-2级/西南风1-2级,changchun
2019年08月06日,雷阵雨/雷阵雨,28℃/22℃,东北风1-2级/东北风1-2级,changchun
2019年08月07日,雷阵雨/中雨,29℃/21℃,东风1-2级/东风1-2级,changchun
2019年08月08日,中雨/雷阵雨,26℃/19℃,西北风1-2级/西北风1-2级,changchun
2019年08月09日,多云/多云,26℃/19℃,西北风1-2级/西北风1-2级,changchun
2019年08月10日,雷阵雨/雷阵雨,28℃/22℃,西风1-2级/西风1-2级,changchun
2019年08月11日,雷阵雨/雷阵雨,24℃/20℃,西南风1-2级/西南风1-2级,changchun
2019年08月12日,雷阵雨/雷阵雨,25℃/19℃,东北风3-4级/东北风3-4级,changchun
2019年08月13日,中雨/暴雨,27℃/21℃,东北风3-4级/东北风3-4级,changchun
2019年08月14日,中雨/小雨,24℃/20℃,北风3-4级/北风3-4级,changchun
2019年08月15日,小雨/雷阵雨,24℃/19℃,东北风1-2级/东北风1-2级,changchun
2019年08月16日,中雨/雷阵雨,23℃/18℃,北风1-2级/北风1-2级,changchun
2019年08月17日,中雨/雷阵雨,21℃/16℃,西风3-4级/西风3-4级,changchun
2019年08月18日,雷阵雨/雷阵雨,24℃/17℃,西南风1-2级/西南风1-2级,changchun
2019年08月19日,雷阵雨/多云,25℃/16℃,东北风1-2级/东北风1-2级,changchun
2019年08月20日,多云/雷阵雨,26℃/19℃,西南风3-4级/西南风3-4级,changchun
2019年08月21日,雷阵雨/多云,24℃/16℃,西南风4-5级/西南风4-5级,changchun
2019年08月22日,雷阵雨/雷阵雨,23℃/16℃,西风3-4级/西风3-4级,changchun
2019年08月23日,雷阵雨/多云,23℃/14℃,北风1-2级/北风1-2级,changchun
2019年08月24日,多云/多云,23℃/14℃,北风1-2级/北风1-2级,changchun
2019年08月25日,雷阵雨/雷阵雨,25℃/17℃,东南风1-2级/东南风1-2级,changchun
2019年08月26日,雷阵雨/中雨,27℃/18℃,西南风3-4级/西南风3-4级,changchun
2019年08月27日,多云/雷阵雨,25℃/16℃,西南风1-2级/西南风1-2级,changchun
2019年08月28日,雷阵雨/中雨,24℃/15℃,南风1-2级/南风1-2级,changchun
2019年08月29日,中雨/雷阵雨,21℃/15℃,北风1-2级/北风1-2级,changchun
2019年08月30日,雷阵雨/多云,22℃/14℃,西北风1-2级/西北风1-2级,changchun
2019年08月31日,多云/多云,25℃/15℃,西南风1-2级/西南风1-2级,changchun
2019年09月01日,多云/多云,27℃/16℃,西南风1-2级/西南风1-2级,changchun
2019年09月02日,多云/多云,27℃/18℃,西南风1-2级/西南风1-2级,changchun
2019年09月03日,晴/晴,28℃/18℃,南风1-2级/南风1-2级,changchun
2019年09月04日,多云/多云,29℃/18℃,南风1-2级/南风1-2级,changchun
2019年09月05日,雷阵雨/雷阵雨,27℃/18℃,南风1-2级/南风1-2级,changchun
2019年09月06日,雷阵雨/多云,26℃/19℃,南风1-2级/南风1-2级,changchun
2019年09月07日,中雨/暴雨,26℃/19℃,南风1-2级/南风1-2级,changchun
2019年09月08日,晴/晴,27℃/13℃,西风3-4级/西风3-4级,changchun
2019年09月09日,多云/多云,24℃/11℃,西风1-2级/西风1-2级,changchun
2019年09月10日,多云/晴,21℃/9℃,东南风1-2级/东南风1-2级,changchun
2019年09月11日,晴/晴,22℃/10℃,东南风1-2级/东南风1-2级,changchun
2019年09月12日,多云/多云,23℃/15℃,东南风1-2级/东南风1-2级,changchun
2019年09月13日,小到中雨/多云,21℃/11℃,西南风3-4级/西南风3-4级,changchun
2019年09月14日,晴/晴,23℃/10℃,西北风1-2级/西北风1-2级,changchun
2019年09月15日,阵雨/阵雨,23℃/9℃,西南风1-2级/西南风1-2级,changchun
2019年09月16日,晴/晴,18℃/6℃,北风1-2级/北风1-2级,changchun
2019年09月17日,阵雨/阵雨,21℃/5℃,南风1-2级/南风1-2级,changchun
2019年09月18日,晴/晴,16℃/3℃,西北风3-4级/西北风3-4级,changchun
2019年09月19日,晴/晴,18℃/9℃,西南风1-2级/西南风1-2级,changchun
2019年09月20日,多云/多云,23℃/8℃,西风1-2级/西风1-2级,changchun
2019年09月21日,晴/晴,20℃/6℃,北风1-2级/北风1-2级,changchun
2019年09月22日,晴/晴,21℃/8℃,东风1-2级/东风1-2级,changchun
2019年09月23日,晴/晴,23℃/10℃,西北风1-2级/西北风1-2级,changchun
2019年09月24日,晴/晴,21℃/10℃,西北风1-2级/西北风1-2级,changchun
2019年09月25日,晴/晴,25℃/14℃,西南风3-4级/西南风3-4级,changchun
2019年09月26日,晴/晴,27℃/15℃,西南风1-2级/西南风1-2级,changchun
2019年09月27日,晴/晴,27℃/16℃,西南风1-2级/西南风1-2级,changchun
2019年09月28日,晴/晴,27℃/13℃,西南风3-4级/西南风3-4级,changchun
2019年09月29日,晴/多云,23℃/12℃,北风1-2级/北风1-2级,changchun
2019年09月30日,晴/晴,28℃/18℃,西南风3-4级/西南风3-4级,changchun
2019年10月01日,晴/多云,29℃/17℃,西南风3-4级/西南风3-4级,changchun
2019年10月02日,多云/多云,27℃/12℃,西南风3-4级/西南风3-4级,changchun
2019年10月03日,多云/小雨,17℃/5℃,北风4-5级/北风4-5级,changchun
2019年10月04日,多云/晴,10℃/-1℃,北风3-4级/北风3-4级,changchun
2019年10月05日,晴/晴,14℃/2℃,北风1-2级/北风1-2级,changchun
2019年10月06日,晴/晴,16℃/5℃,西南风3-4级/西南风3-4级,changchun
2019年10月07日,多云/小雨,19℃/2℃,西南风3-4级/西南风3-4级,changchun
2019年10月08日,晴/晴,13℃/6℃,西北风3-4级/西北风3-4级,changchun
2019年10月09日,晴/晴,20℃/11℃,西南风4-5级/西南风4-5级,changchun
2019年10月10日,多云/晴,17℃/2℃,北风3-4级/北风3-4级,changchun
2019年10月11日,晴/晴,12℃/1℃,东北风1-2级/东北风1-2级,changchun
2019年10月12日,晴/多云,12℃/-1℃,东北风3-4级/东北风3-4级,changchun
2019年10月13日,多云/多云,9℃/-4℃,西北风1-2级/西北风1-2级,changchun
2019年10月14日,晴/晴,8℃/-2℃,西北风1-2级/西北风1-2级,changchun
2019年10月15日,晴/晴,13℃/1℃,西南风3-4级/西南风3-4级,changchun
2019年10月16日,晴/晴,15℃/1℃,西风1-2级/西风1-2级,changchun
2019年10月17日,晴/晴,16℃/4℃,东南风1-2级/东南风1-2级,changchun
2019年10月18日,多云/小雨,18℃/7℃,南风1-2级/南风1-2级,changchun
2019年10月19日,小雨/小雨,18℃/8℃,南风1-2级/南风1-2级,changchun
2019年10月20日,多云/晴,20℃/1℃,西南风4-5级/西南风4-5级,changchun
2019年10月21日,晴/晴,15℃/2℃,西风1-2级/西风1-2级,changchun
2019年10月22日,晴/晴,19℃/3℃,南风1-2级/南风1-2级,changchun
2019年10月23日,晴/多云,21℃/6℃,南风1-2级/南风1-2级,changchun
2019年10月24日,多云/小雨,22℃/3℃,西南风3-4级/西南风3-4级,changchun
2019年10月25日,多云/多云,7℃/-3℃,西风1-2级/西风1-2级,changchun
2019年10月26日,晴/晴,9℃/1℃,西南风3-4级/西南风3-4级,changchun
2019年10月27日,晴/多云,13℃/3℃,西南风3-4级/西南风3-4级,changchun
2019年10月28日,小雨/雨夹雪,16℃/1℃,西南风4-5级/西南风4-5级,changchun
2019年10月29日,晴/晴,8℃/0℃,西风3-4级/西风3-4级,changchun
2019年10月30日,多云/多云,13℃/5℃,西南风4-5级/西南风4-5级,changchun
2019年10月31日,晴/晴,12℃/-2℃,西北风4-5级/西北风4-5级,changchun
2019年11月01日,晴/晴,9℃/0℃,西北风3-4级/西北风3-4级,changchun
2019年11月02日,晴/晴,10℃/-7℃,北风3-4级/北风3-4级,changchun
2019年11月03日,晴/晴,5℃/-4℃,东北风1-2级/东北风1-2级,changchun
2019年11月04日,晴/多云,8℃/-3℃,西南风1-2级/西南风1-2级,changchun
2019年11月05日,晴/多云,6℃/-5℃,西北风3-4级/西北风3-4级,changchun
2019年11月06日,多云/晴,5℃/-7℃,西南风1-2级/西南风1-2级,changchun
2019年11月07日,晴/晴,2℃/-4℃,西风3-4级/西风3-4级,changchun
2019年11月08日,晴/晴,6℃/-5℃,西北风1-2级/西北风1-2级,changchun
2019年11月09日,晴/多云,10℃/2℃,西南风3-4级/西南风3-4级,changchun
2019年11月10日,小雨/小雨,12℃/2℃,西南风3-4级/西南风3-4级,changchun
2019年11月11日,晴/晴,9℃/-5℃,西北风3-4级/西北风3-4级,changchun
2019年11月12日,多云/雨夹雪,6℃/-3℃,南风1-2级/南风1-2级,changchun
2019年11月13日,小雪/多云,-2℃/-12℃,北风3-4级/北风3-4级,changchun
2019年11月14日,多云/多云,-4℃/-12℃,西风1-2级/西风1-2级,changchun
2019年11月15日,晴/晴,-3℃/-11℃,西风1-2级/西风1-2级,changchun
2019年11月16日,晴/多云,-2℃/-9℃,西北风1-2级/西北风1-2级,changchun
2019年11月17日,雨夹雪/大到暴雪,2℃/-12℃,东南风1-2级/东南风1-2级,changchun
2019年11月18日,晴/晴,-7℃/-14℃,西风4-5级/西风4-5级,changchun
2019年11月19日,多云/晴,-7℃/-15℃,西风3-4级/西风3-4级,changchun
2019年11月20日,晴/晴,-3℃/-10℃,西南风1-2级/西南风1-2级,changchun
2019年11月21日,多云/多云,6℃/-3℃,西南风3-4级/西南风3-4级,changchun
2019年11月22日,多云/小雨,9℃/5℃,西南风5-6级/西南风5-6级,changchun
2019年11月23日,雨夹雪/多云,4℃/-7℃,西北风3-4级/西北风3-4级,changchun
2019年11月24日,多云/晴,-5℃/-13℃,西北风3-4级/西北风3-4级,changchun
2019年11月25日,晴/晴,-5℃/-10℃,西南风3-4级/西南风3-4级,changchun
2019年11月26日,多云/多云,0℃/-12℃,西南风3-4级/西南风3-4级,changchun
2019年11月27日,晴/晴,-7℃/-15℃,西北风1-2级/西北风1-2级,changchun
2019年11月28日,晴/晴,-5℃/-14℃,西南风1-2级/西南风1-2级,changchun
2019年11月29日,多云/多云,-2℃/-9℃,东南风1-2级/东南风1-2级,changchun
2019年11月30日,中雪/多云,-1℃/-12℃,西南风3-4级/西南风3-4级,changchun
2019年12月01日,多云/多云,-5℃/-14℃,西南风1-2级/西南风1-2级,changchun
2019年12月02日,晴/晴,-8℃/-17℃,西风4-5级/西风4-5级,changchun
2019年12月03日,晴/晴,-10℃/-21℃,西风3-4级/西风3-4级,changchun
2019年12月04日,晴/晴,-14℃/-23℃,西风1-2级/西风1-2级,changchun
2019年12月05日,晴/晴,-15℃/-20℃,西风1-2级/西风1-2级,changchun
2019年12月06日,多云/晴,-7℃/-17℃,西南风3-4级/西南风3-4级,changchun
2019年12月07日,晴/晴,-7℃/-13℃,西南风3-4级/西南风3-4级,changchun
2019年12月08日,多云/多云,0℃/-8℃,西南风3-4级/西南风3-4级,changchun
2019年12月09日,多云/多云,1℃/-12℃,西南风1-2级/西南风1-2级,changchun
2019年12月10日,阵雪/阵雪,-2℃/-11℃,西南风1-2级/西南风1-2级,changchun
2019年12月11日,多云/晴,-8℃/-15℃,西北风1-2级/西北风1-2级,changchun
2019年12月12日,晴/晴,-6℃/-10℃,西南风3-4级/西南风3-4级,changchun
2019年12月13日,多云/晴,-2℃/-14℃,西南风3-4级/西南风3-4级,changchun
2019年12月14日,晴/多云,-4℃/-9℃,西南风3-4级/西南风3-4级,changchun
2019年12月15日,多云/多云,2℃/-6℃,西南风3-4级/西南风3-4级,changchun
2019年12月16日,大雪/中雪,2℃/-8℃,西南风3-4级/西南风3-4级,changchun
2019年12月17日,多云/晴,-6℃/-20℃,西北风3-4级/西北风3-4级,changchun
2019年12月18日,晴/晴,-11℃/-20℃,西风1-2级/西风1-2级,changchun
